utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected,utt_cyr_norm_lowercase_nopunct
UTT_003579,ALE,1;09.19,ALE,shauop [: sirop] uadyk [: sladyk] .,"['sirop', 'sladyk', '.']","['sirop', 'sladyk', '.']","['sirop', 'sladyk']",2,Шауоп [: сироп] уадък [: сладък] .,"['шауоп', 'сироп', 'уадък', 'сладък']",Шауоп уадък .,сироп сладък .,,сироп сладък
UTT_029341,SIM,2;01.10,SIM,znameto a [: na] Bylgarija ima snjag.,"['znameto', 'na', 'Bylgarija', 'ima', 'snjag', '.']","['znameto', 'na', 'bylgarija', 'ima', 'snjag', '.']","['znameto', 'na', 'bylgarija', 'ima', 'snjag']",5,Знамето а [: на] българия има сняг.,"['знамето', 'а', 'на', 'българия', 'има', 'сняг']",Знамето а българия има сняг .,Знамето на българия има сняг .,,знамето на българия има сняг
UTT_017274,ELI,1;07.03,ELI,"a, bebe .","['a', ',', 'bebe', '.']","['a', ',', 'bebe', '.']","['a', 'bebe']",2,"А, бебе .","['а', 'бебе']","А , бебе .","А , бебе .",,а бебе
UTT_037000,SIM,2;11.24,SIM,iskam drugata pizhama.,"['iskam', 'drugata', 'pizhama', '.']","['iskam', 'drugata', 'pizhama', '.']","['iskam', 'drugata', 'pizhama']",3,Искам другата пижама.,"['искам', 'другата', 'пижама']",Искам другата пижама .,Искам другата пижама .,,искам другата пижама
UTT_007655,ALE,2;04.09,ALE,shi si zema .,"['shi', 'si', 'zema', '.']","['shi', 'si', 'zema', '.']","['shi', 'si', 'zema']",3,Ши си зема .,"['ши', 'си', 'зема']",Ши си зема .,Ши си зема .,,ши си зема
UTT_035200,SIM,2;08.19,SIM,"tova e siropcheto, tova e siropche.","['tova', 'e', 'siropcheto', ',', 'tova', 'e', 'siropche', '.']","['tova', 'e', 'siropcheto', ',', 'tova', 'e', 'siropche', '.']","['tova', 'e', 'siropcheto', 'tova', 'e', 'siropche']",6,"Това е сиропчето, това е сиропче.","['това', 'е', 'сиропчето', 'това', 'е', 'сиропче']","Това е сиропчето , това е сиропче .","Това е сиропчето , това е сиропче .",,това е сиропчето това е сиропче
UTT_021577,SIM,1;06.06,SIM,"kachi, kachi .","['kachi', ',', 'kachi', '.']","['kachi', ',', 'kachi', '.']","['kachi', 'kachi']",2,"Качи, качи .","['качи', 'качи']","Качи , качи .","Качи , качи .",,качи качи
UTT_035025,SIM,2;08.16,SIM,"mamo, daj mi i na men da pijna.","['mamo', ',', 'daj', 'mi', 'i', 'na', 'men', 'da', 'pijna', '.']","['mamo', ',', 'daj', 'mi', 'i', 'na', 'men', 'da', 'pijna', '.']","['mamo', 'daj', 'mi', 'i', 'na', 'men', 'da', 'pijna']",8,"Мамо, дай ми и на мен да пийна.","['мамо', 'дай', 'ми', 'и', 'на', 'мен', 'да', 'пийна']","Мамо , дай ми и на мен да пийна .","Мамо , дай ми и на мен да пийна .","Мамо , дай ми и на мен да пийна .",мамо дай ми и на мен да пийна
UTT_033065,SIM,2;06.02,SIM,"tuka toaletnata, tuka toaletnata.","['tuka', 'toaletnata', ',', 'tuka', 'toaletnata', '.']","['tuka', 'toaletnata', ',', 'tuka', 'toaletnata', '.']","['tuka', 'toaletnata', 'tuka', 'toaletnata']",4,"Тука тоалетната, тука тоалетната.","['тука', 'тоалетната', 'тука', 'тоалетната']","Тука тоалетната , тука тоалетната .","Тука тоалетната , тука тоалетната .",,тука тоалетната тука тоалетната
UTT_004349,ALE,1;10.12,ALE,puaka [: plaka] ne shte siop [: sirop] .,"['plaka', 'ne', 'shte', 'sirop', '.']","['plaka', 'ne', 'shte', 'sirop', '.']","['plaka', 'ne', 'shte', 'sirop']",4,Пуака [: плака] не ще сиоп [: сироп] .,"['пуака', 'плака', 'не', 'ще', 'сиоп', 'сироп']",Пуака не ще сиоп .,плака не ще сироп .,,плака не ще сироп
UTT_035516,SIM,2;09.09,SIM,az taka si prilicham.,"['az', 'taka', 'si', 'prilicham', '.']","['az', 'taka', 'si', 'prilicham', '.']","['az', 'taka', 'si', 'prilicham']",4,Аз така си приличам.,"['аз', 'така', 'си', 'приличам']",Аз така си приличам .,Аз така си приличам .,,аз така си приличам
UTT_009840,BOG,2;04.05,BOG,ne e dosha [: doshla] jeja [: lelja] setla [: svetla] .,"['ne', 'e', 'doshla', 'lelja', 'svetla', '.']","['ne', 'e', 'doshla', 'lelja', 'svetla', '.']","['ne', 'e', 'doshla', 'lelja', 'svetla']",5,Не е доша [: дошла] йея [: леля] сетла [: светла] .,"['не', 'е', 'доша', 'дошла', 'йея', 'леля', 'сетла', 'светла']",Не е доша йея сетла .,Не е дошла леля светла .,,не е дошла леля светла
UTT_024494,SIM,1;08.22,SIM,"boc, boc .","['boc', ',', 'boc', '.']","['boc', ',', 'boc', '.']","['boc', 'boc']",2,"Боц, боц .","['боц', 'боц']","Боц , боц .","Боц , боц .",,боц боц
UTT_024527,SIM,1;08.24,SIM,"Moni, Moni, Moni .","['Moni', ',', 'Moni', ',', 'Moni', '.']","['moni', ',', 'moni', ',', 'moni', '.']","['moni', 'moni', 'moni']",3,"Мони, мони, мони .","['мони', 'мони', 'мони']","Мони , мони , мони .","Мони , мони , мони .",,мони мони мони
UTT_033031,SIM,2;06.02,SIM,"da stane chisto, chisto da stane.","['da', 'stane', 'chisto', ',', 'chisto', 'da', 'stane', '.']","['da', 'stane', 'chisto', ',', 'chisto', 'da', 'stane', '.']","['da', 'stane', 'chisto', 'chisto', 'da', 'stane']",6,"Да стане чисто, чисто да стане.","['да', 'стане', 'чисто', 'чисто', 'да', 'стане']","Да стане чисто , чисто да стане .","Да стане чисто , чисто да стане .",,да стане чисто чисто да стане
UTT_036650,SIM,2;11.19,SIM,"ne, Kalojan.","['ne', ',', 'Kalojan', '.']","['ne', ',', 'kalojan', '.']","['ne', 'kalojan']",2,"Не, калоян.","['не', 'калоян']","Не , калоян .","Не , калоян .",,не калоян
UTT_021609,SIM,1;06.06,SIM,"bebe, bebe, Moni, Moni, Moni .","['bebe', ',', 'bebe', ',', 'Moni', ',', 'Moni', ',', 'Moni', '.']","['bebe', ',', 'bebe', ',', 'moni', ',', 'moni', ',', 'moni', '.']","['bebe', 'bebe', 'moni', 'moni', 'moni']",5,"Бебе, бебе, мони, мони, мони .","['бебе', 'бебе', 'мони', 'мони', 'мони']","Бебе , бебе , мони , мони , мони .","Бебе , бебе , мони , мони , мони .",,бебе бебе мони мони мони
UTT_021133,SIM,1;05.21,SIM,"moki [: morkovi], moki [: morkovi], moki [: morkovi] .","['morkovi', ',', 'morkovi', ',', 'morkovi', '.']","['morkovi', ',', 'morkovi', ',', 'morkovi', '.']","['morkovi', 'morkovi', 'morkovi']",3,"Моки [: моркови], моки [: моркови], моки [: моркови] .","['моки', 'моркови', 'моки', 'моркови', 'моки', 'моркови']","Моки , моки , моки .",моркови моркови моркови .,,моркови моркови моркови
UTT_025562,SIM,1;09.16,SIM,"mjata [: zemjata], mjata [: zemjata], mjata [: zemjata] .","['zemjata', ',', 'zemjata', ',', 'zemjata', '.']","['zemjata', ',', 'zemjata', ',', 'zemjata', '.']","['zemjata', 'zemjata', 'zemjata']",3,"Мята [: земята], мята [: земята], мята [: земята] .","['мята', 'земята', 'мята', 'земята', 'мята', 'земята']","Мята , мята , мята .",земята земята земята .,,земята земята земята
UTT_032115,SIM,2;05.22,SIM,zagubila Monchi.,"['zagubila', 'Monchi', '.']","['zagubila', 'monchi', '.']","['zagubila', 'monchi']",2,Загубила мончи.,"['загубила', 'мончи']",Загубила мончи .,Загубила мончи .,Загубила Мончи .,загубила мончи
UTT_034594,SIM,2;07.22,SIM,kydeto go e uxapal komar po glavata.,"['kydeto', 'go', 'e', 'uxapal', 'komar', 'po', 'glavata', '.']","['kydeto', 'go', 'e', 'uxapal', 'komar', 'po', 'glavata', '.']","['kydeto', 'go', 'e', 'uxapal', 'komar', 'po', 'glavata']",7,Където го е уxапал комар по главата.,"['където', 'го', 'е', 'уxапал', 'комар', 'по', 'главата']",Където го е уxапал комар по главата .,Където го е уxапал комар по главата .,,където го е уxапал комар по главата
UTT_036419,SIM,2;10.09,SIM,"o, njamam listi.","['o', ',', 'njamam', 'listi', '.']","['o', ',', 'njamam', 'listi', '.']","['o', 'njamam', 'listi']",3,"О, нямам листи.","['о', 'нямам', 'листи']","О , нямам листи .","О , нямам листи .",,о нямам листи
UTT_025438,SIM,1;09.16,SIM,"bytaj be [: obryshtaj se], bytaj be [: obryshtaj se], bytaj be [: obryshtaj se] .","['bytaj', 'obryshtaj', 'se', ',', 'bytaj', 'obryshtaj', 'se', ',', 'bytaj', 'obryshtaj', 'se', '.']","['bytaj', 'obryshtaj', 'se', ',', 'bytaj', 'obryshtaj', 'se', ',', 'bytaj', 'obryshtaj', 'se', '.']","['bytaj', 'obryshtaj', 'se', 'bytaj', 'obryshtaj', 'se', 'bytaj', 'obryshtaj', 'se']",9,"Бътай бе [: обръщай се], бътай бе [: обръщай се], бътай бе [: обръщай се] .","['бътай', 'бе', 'обръщай', 'се', 'бътай', 'бе', 'обръщай', 'се', 'бътай', 'бе', 'обръщай', 'се']","Бътай бе , бътай бе , бътай бе .",обръщай се обръщай се обръщай се .,,обръщай се обръщай се обръщай се
UTT_021013,SIM,1;05.21,SIM,"mij, mij, mij .","['mij', ',', 'mij', ',', 'mij', '.']","['mij', ',', 'mij', ',', 'mij', '.']","['mij', 'mij', 'mij']",3,"Мий, мий, мий .","['мий', 'мий', 'мий']","Мий , мий , мий .","Мий , мий , мий .",,мий мий мий
UTT_005452,ALE,2;00.13,ALE,na semdem [: sedem] dinki [: godinki] .,"['na', 'sedem', 'godinki', '.']","['na', 'sedem', 'godinki', '.']","['na', 'sedem', 'godinki']",3,На семдем [: седем] динки [: годинки] .,"['на', 'семдем', 'седем', 'динки', 'годинки']",На семдем динки .,На седем годинки .,,на седем годинки
UTT_024792,SIM,1;09.02,SIM,"bija mama, tati .","['bija', 'mama', ',', 'tati', '.']","['bija', 'mama', ',', 'tati', '.']","['bija', 'mama', 'tati']",3,"Бия мама, тати .","['бия', 'мама', 'тати']","Бия мама , тати .","Бия мама , тати .","Бия мама , тати .",бия мама тати
UTT_007155,ALE,2;03.12,ALE,"kaka Techi, da .","['kaka', 'Techi', ',', 'da', '.']","['kaka', 'techi', ',', 'da', '.']","['kaka', 'techi', 'da']",3,"Кака течи, да .","['кака', 'течи', 'да']","Кака течи , да .","Кака течи , да .",,кака течи да
UTT_004261,ALE,1;10.12,ALE,gybna chobichka [: gybena chorbichka] .,"['gybna', 'gybena', 'chorbichka', '.']","['gybna', 'gybena', 'chorbichka', '.']","['gybna', 'gybena', 'chorbichka']",3,Гъбна чобичка [: гъбена чорбичка] .,"['гъбна', 'чобичка', 'гъбена', 'чорбичка']",Гъбна чобичка .,гъбена чорбичка .,,гъбена чорбичка
UTT_037081,SIM,3;00.01,SIM,ozhden [: rozhden] den.,"['rozhden', 'den', '.']","['rozhden', 'den', '.']","['rozhden', 'den']",2,Ожден [: рожден] ден.,"['ожден', 'рожден', 'ден']",Ожден ден .,рожден ден .,,рожден ден
UTT_028572,SIM,2;00.00,SIM,"bagam [: bjagam], bagam [: bjagam] kuklata silno .","['bjagam', ',', 'bjagam', 'kuklata', 'silno', '.']","['bjagam', ',', 'bjagam', 'kuklata', 'silno', '.']","['bjagam', 'bjagam', 'kuklata', 'silno']",4,"Багам [: бягам], багам [: бягам] куклата силно .","['багам', 'бягам', 'багам', 'бягам', 'куклата', 'силно']","Багам , багам куклата силно .",бягам бягам куклата силно .,,бягам бягам куклата силно
UTT_026517,SIM,1;10.01,SIM,"papi [: chorapi], papi [: chorapi], bluzka .","['chorapi', ',', 'chorapi', ',', 'bluzka', '.']","['chorapi', ',', 'chorapi', ',', 'bluzka', '.']","['chorapi', 'chorapi', 'bluzka']",3,"Папи [: чорапи], папи [: чорапи], блузка .","['папи', 'чорапи', 'папи', 'чорапи', 'блузка']","Папи , папи , блузка .",чорапи чорапи блузка .,,чорапи чорапи блузка
UTT_040747,TEF,,TEF,ej tuka !,"['ej', 'tuka', '!']","['ej', 'tuka', '!']","['ej', 'tuka']",2,Ей тука !,"['ей', 'тука']",Ей тука !,Ей тука !,,ей тука
UTT_000666,ALE,1;01.29,ALE,kak baba .,"['kak', 'baba', '.']","['kak', 'baba', '.']","['kak', 'baba']",2,Как баба .,"['как', 'баба']",Как баба .,Как баба .,,как баба
UTT_043185,TEF,2;03.24,TEF,Tam ima bonka !,"['Tam', 'ima', 'bonka', '!']","['tam', 'ima', 'bonka', '!']","['tam', 'ima', 'bonka']",3,Там има бонка !,"['там', 'има', 'бонка']",Там има бонка !,Там има бонка !,,там има бонка
UTT_029494,SIM,2;01.12,SIM,"gydi, gydi, gydi, gydi, gydi.","['gydi', ',', 'gydi', ',', 'gydi', ',', 'gydi', ',', 'gydi', '.']","['gydi', ',', 'gydi', ',', 'gydi', ',', 'gydi', ',', 'gydi', '.']","['gydi', 'gydi', 'gydi', 'gydi', 'gydi']",5,"Гъди, гъди, гъди, гъди, гъди.","['гъди', 'гъди', 'гъди', 'гъди', 'гъди']","Гъди , гъди , гъди , гъди , гъди .","Гъди , гъди , гъди , гъди , гъди .",,гъди гъди гъди гъди гъди
UTT_005547,ALE,2;00.13,ALE,a tja e na kasetata .,"['a', 'tja', 'e', 'na', 'kasetata', '.']","['a', 'tja', 'e', 'na', 'kasetata', '.']","['a', 'tja', 'e', 'na', 'kasetata']",5,А тя е на касетата .,"['а', 'тя', 'е', 'на', 'касетата']",А тя е на касетата .,А тя е на касетата .,,а тя е на касетата
UTT_032227,SIM,2;05.22,SIM,trjabva da go vkljuchish da se zarezhda.,"['trjabva', 'da', 'go', 'vkljuchish', 'da', 'se', 'zarezhda', '.']","['trjabva', 'da', 'go', 'vkljuchish', 'da', 'se', 'zarezhda', '.']","['trjabva', 'da', 'go', 'vkljuchish', 'da', 'se', 'zarezhda']",7,Трябва да го вкльучиш да се зарежда.,"['трябва', 'да', 'го', 'вкльучиш', 'да', 'се', 'зарежда']",Трябва да го вкльучиш да се зарежда .,Трябва да го вкльучиш да се зарежда .,,трябва да го вкльучиш да се зарежда
UTT_036814,SIM,2;11.22,SIM,dobre de.,"['dobre', 'de', '.']","['dobre', 'de', '.']","['dobre', 'de']",2,Добре де.,"['добре', 'де']",Добре де .,Добре де .,Добре де .,добре де
UTT_029078,SIM,2;00.24,SIM,"boli me kracheto, mamo.","['boli', 'me', 'kracheto', ',', 'mamo', '.']","['boli', 'me', 'kracheto', ',', 'mamo', '.']","['boli', 'me', 'kracheto', 'mamo']",4,"Боли ме крачето, мамо.","['боли', 'ме', 'крачето', 'мамо']","Боли ме крачето , мамо .","Боли ме крачето , мамо .",,боли ме крачето мамо
UTT_028096,SIM,1;11.08,SIM,"agledame [: razglezhdame], agledame [: razglezhdame], agledame [: razglezhdame], agledame [: razglezhdame] .","['razglezhdame', ',', 'razglezhdame', ',', 'razglezhdame', ',', 'razglezhdame', '.']","['razglezhdame', ',', 'razglezhdame', ',', 'razglezhdame', ',', 'razglezhdame', '.']","['razglezhdame', 'razglezhdame', 'razglezhdame', 'razglezhdame']",4,"Агледаме [: разглеждаме], агледаме [: разглеждаме], агледаме [: разглеждаме], агледаме [: разглеждаме] .","['агледаме', 'разглеждаме', 'агледаме', 'разглеждаме', 'агледаме', 'разглеждаме', 'агледаме', 'разглеждаме']","Агледаме , агледаме , агледаме , агледаме .",разглеждаме разглеждаме разглеждаме разглеждаме .,,разглеждаме разглеждаме разглеждаме разглеждаме
